Simulation,Terrain,Orientation,NumberOfFloors,FloorHeight,Shading,EnergyStandard,HVAC-System,ServiceHotWater,BuildingSystemVintage,Open Office: Heating Setpoint,Open Office: Cooling Setpoint,Open Office: ACH,Open Office: PPA,Meeting: Heating Setpoint,Meeting: Cooling Setpoint,Meeting: ACH,Meeting: PPA,Volume [m³],Area [m²],Construction Area [%],Window to Wall Ratio North [%],Window to Wall Ratio East [%],Window to Wall Ratio South [%],Window to Wall Ratio West [%],HVAC-System Capacity [kW],Baseboard Capacity Sum [kW],EUI [kWh/m²a],EUI Heating [kWh/m²a],EUI Electricity [kWh]
Simulation1030,Urban,125,6,4.35,External-Shading,GEG,ASHPBaseboard,Electric_TanklessHeater,2013,22.8,25.3,5.5,0.13,20.2,24.8,5.8,0.45,27627.7287,6351.202,6.222656,19.24,22.81,19.24,22.81,1081.273285,2531.087172,117.372,62.738,54.633
Simulation1031,City,28,5,4.32,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2004,22,24.4,4.7,0.06,23.2,24.7,7,0.31,25102.9171,5810.86044,6.894987,69.66,44.7,69.66,44.7,1043.965498,2550.613895,112.53,57.887,54.642
Simulation1032,Urban,83,1,3.37,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_WaterHeater,2004,22.2,25.3,4.4,0.14,21.4,26.5,5.2,0.25,11515.72327,3417.128568,6.605602,18.19,22.64,18.19,22.64,505.415412,689.14526,194.87,145.47,49.4
Simulation1033,Country,49,9,4.11,Low-SHGC-Value,Passive,DHWBaseboard,Gas_WaterHeater,2016,21.3,25.2,5.2,0.09,21.2,24.3,5.2,0.34,53569.10542,13033.8456,5.750918,35.21,41.16,35.21,41.16,1761.380496,2405.064688,169.193,112.479,56.714
Simulation1034,Urban,137,8,4.5,External-Shading,NZEB,DHWBaseboard,Gas_WaterHeater,2016,23.6,24.4,5.2,0.19,21.4,24.8,5.8,0.17,52187.15502,11597.14556,5.636416,45.88,36.07,45.88,36.07,1824.964752,2513.81759,196.314,140.855,55.46
Simulation1036,Urban,127,1,3.37,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2019,23.4,25.3,5.5,0.11,22.4,24.3,6.4,0.2,6186.25198,1835.68308,8.939104,18.83,40.23,18.83,40.23,305.107452,419.371517,219.469,173.492,45.977
Simulation1037,Suburbs,18,3,2.87,External-Shading,Passive,ASHPBaseboard,Gas_WaterHeater,2016,22.3,25.3,5,0.12,22.7,26.2,6.8,0.44,16249.99327,5662.01856,6.876821,22.6,15.87,22.6,15.87,661.558368,1586.080247,91.521,38.846,52.675
Simulation1038,Urban,97,8,3.53,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,1980_2004,21.6,24.4,4.3,0.09,23.1,25.7,6.8,0.27,47468.07941,13447.04799,4.76929,15.44,23.33,15.44,23.33,1522.689366,3560.944824,91.855,35.565,56.29
Simulation1039,Suburbs,108,10,4.11,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_TanklessHeater,2019,23.3,25.4,5.7,0.1,22.8,25.2,6.6,0.15,50139.42665,12199.37388,5.889462,15.67,27.09,15.67,27.09,1803.319644,2468.77553,193.382,138.11,55.272
Simulation1041,Country,78,9,4.36,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,pre_1980,22.4,24.3,5.1,0.13,21.8,26.6,5.6,0.5,56805.16078,13028.7066,5.383533,29.46,34.44,29.46,34.44,1901.609124,2610.534482,187.356,132.169,55.186
Simulation1044,Urban,56,7,3.22,Low-SHGC-Value,Passive,DHWBaseboard,Gas_TanklessHeater,2004,22.2,24.1,4.8,0.07,22.9,25.5,5,0.48,41269.40532,12816.5855,5.472421,27.33,31.52,27.33,31.52,1430.985264,1958.488646,140.766,85.649,55.118
Simulation1045,Urban,114,2,4.06,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2016,23.8,25.9,4.1,0.12,22.2,26,5.2,0.32,20303.57631,5000.880864,5.612081,31.03,44.33,31.03,44.33,709.05257,1856.293865,112.003,58.323,53.68
Simulation1046,City,151,10,2.8,Low-SHGC-Value,Passive,BoilerBaseboard,Electric_WaterHeater,2004,22.8,24.5,4.1,0.13,20.5,25.3,5.7,0.45,49809.87827,17789.24224,5.05396,21.25,16.37,21.25,16.37,1525.66569,1975.677774,127.472,72.026,55.447
Simulation1047,Urban,57,8,2.82,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2013,21.5,24.1,4.2,0.18,20.3,26.1,7,0.46,32622.47233,11568.2526,5.382476,14.47,20.42,14.47,20.42,1226.015044,2665.560112,83.85,28.058,55.791
Simulation1048,Suburbs,85,7,3.05,External-Shading,Passive,ASHPBaseboard,Gas_WaterHeater,1980_2004,21.3,24.2,5.3,0.05,20.8,24.1,6.4,0.25,24283.32467,7961.745792,6.535463,15.89,20.37,15.89,20.37,938.25826,2139.649452,92.758,36.225,56.534
Simulation1049,Suburbs,103,9,3.08,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2016,23.2,25.8,5.6,0.08,21.8,26.8,5.4,0.39,91642.82561,29754.16416,3.58028,13.57,23.82,13.57,23.82,2397.697981,6003.937057,76.927,20.833,56.095
Simulation1050,Country,117,5,3.52,External-Shading,GEG,ASHPBaseboard,Electric_WaterHeater,2016,22.3,24.8,4.9,0.19,23.2,24.7,6.5,0.24,30404.59657,8637.66948,5.276942,17.42,24.75,17.42,24.75,1150.031046,2849.709396,99.11,44.17,54.94
Simulation1051,City,129,9,2.81,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,1980_2004,23.4,25.5,5.4,0.19,22.7,26.9,6.6,0.15,45850.59297,16316.937,4.409413,20.64,31.83,20.64,31.83,1542.342773,3865.821142,81.607,24.46,57.147
Simulation1052,Urban,171,7,3.78,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2010,22,24.4,4.4,0.07,20.8,25.7,6.8,0.17,57646.53329,15250.40563,4.558661,65.29,51.12,65.29,51.12,1797.336288,2443.825825,147.195,91.961,55.234
Simulation1053,Urban,101,2,4,External-Shading,Passive,BoilerBaseboard,Gas_TanklessHeater,2010,21.6,25.1,4.6,0.07,22.3,26.4,6,0.43,24665.68339,6166.420848,5.440651,50.11,66.25,50.11,66.25,817.54633,1061.801275,192.933,137.646,55.287
Simulation1054,Suburbs,162,7,3.18,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2013,22.9,25.4,5.8,0.19,22.2,24.9,6.7,0.39,34137.44259,10735.04484,5.370384,18.86,16.54,18.86,16.54,1192.841688,1638.727299,144.484,88.016,56.467
Simulation1056,Suburbs,40,7,3.67,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2010,21.3,25.8,5.8,0.17,21.1,24.7,6.8,0.3,60378.35327,16451.86738,4.263124,42.79,29.02,42.79,29.02,1848.308296,4065.502701,85.65,30.492,55.158
Simulation1057,Urban,133,4,4.48,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_WaterHeater,2007,23.8,25.6,5,0.19,22.7,25.5,6.9,0.21,33912.63841,7569.78536,5.034664,50,68.05,50,68.05,1155.04966,1527.216417,246.776,193.061,53.715
Simulation1059,Urban,30,2,3.75,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_WaterHeater,2013,23.3,25.8,4.3,0.1,20.6,26.4,6.6,0.35,16641.8994,4437.83984,5.859952,39.24,31.94,39.24,31.94,669.955762,1733.078589,110.132,58.168,51.965
Simulation1060,Suburbs,139,3,2.91,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_TanklessHeater,2019,22.7,24.2,4.1,0.09,22.2,25.4,6.7,0.32,14475.57142,4974.423168,6.367404,20.45,15.39,20.45,15.39,612.39071,813.137365,199.453,146.808,52.644
Simulation1063,Urban,8,3,3.47,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2013,23,24.6,5.8,0.17,22.5,25,5.3,0.32,38341.04602,11049.2928,4.142706,41.84,33,41.84,33,1211.73655,1589.367531,172.75,117.031,55.719
Simulation1065,Urban,12,4,3.63,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_WaterHeater,2010,22.4,25.9,4.4,0.07,22.2,25,5.9,0.45,54748.85518,15082.32925,3.608454,26.92,18.02,26.92,18.02,1480.07783,3611.346757,87.063,31.909,55.152
Simulation1066,Suburbs,132,4,4.36,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2007,22.4,24.8,5.6,0.05,23,24.3,5.8,0.16,15628.57783,3584.5362,8.521292,16.84,24.12,16.84,24.12,747.021596,1822.237333,138.711,86.19,52.521
Simulation1071,Suburbs,100,9,4.24,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_TanklessHeater,2004,23.4,25.4,5.5,0.12,21.8,24.6,6,0.16,74005.58328,17454.147,4.787551,52.11,68.59,52.11,68.59,2446.131553,6197.141714,102.539,47.855,54.684
Simulation1072,Urban,20,6,3.44,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2013,21.6,25.9,4.3,0.17,20.7,26.3,6.1,0.37,34569.34126,10049.22711,5.363775,18.51,18.98,18.51,18.98,1282.479511,2873.011028,94.224,38.986,55.239
Simulation1073,Urban,152,5,4.34,External-Shading,Passive,BoilerBaseboard,Electric_TanklessHeater,2016,22.5,25.4,4.7,0.13,22.8,26.2,6.4,0.25,36935.99845,8510.59872,5.748662,43.69,32.74,43.69,32.74,1208.28288,1585.066432,204.951,150.915,54.036
Simulation1074,Suburbs,64,2,4.41,Low-SHGC-Value,GEG,BoilerBaseboard,Gas_TanklessHeater,2016,21.8,25.3,4.8,0.06,20.8,26.7,5.2,0.21,18741.36611,4249.742882,5.850682,36.32,40.99,36.32,40.99,682.86869,899.607231,258.32,202.491,55.829
Simulation1076,Urban,136,2,2.94,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,2004,21.9,24.6,4.2,0.16,22.8,26.8,5.3,0.26,12601.74995,4286.309508,6.452788,56.88,40.27,56.88,40.27,534.550853,1296.15745,94.009,41.731,52.278
Simulation1077,Suburbs,56,6,3.54,External-Shading,NZEB,BoilerBaseboard,Gas_WaterHeater,2010,23.4,25.4,5.4,0.09,20.9,25.5,5.2,0.48,54414.06162,15371.20385,4.182084,31.48,41.9,31.48,41.9,1764.18421,2340.586969,156.98,100.94,56.041
Simulation1078,Suburbs,162,6,3.43,External-Shading,GEG,ASHPBaseboard,Electric_WaterHeater,2007,22.1,25.4,4.5,0.19,22,26.8,5.7,0.25,50208.25799,14637.97609,4.268956,37.79,32.47,37.79,32.47,1646.952764,3940.919854,83.678,29.333,54.345
Simulation1080,City,133,5,2.85,External-Shading,GEG,DHWBaseboard,Gas_WaterHeater,2010,22.4,24.2,4.8,0.12,21.7,26.4,5.3,0.37,23564.66022,8268.30183,5.087045,22,30.08,22,30.08,820.840116,1136.237623,133.085,77.468,55.617
Simulation1082,Country,142,9,4.34,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_TanklessHeater,2010,22.3,25.2,4.6,0.2,23.3,24.1,6.1,0.45,81262.68948,18724.122,4.509979,28.51,19.33,28.51,19.33,2451.553718,6107.991927,97.424,41.413,56.011
Simulation1083,Urban,157,2,3.46,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2004,24,25.8,4.2,0.16,21.6,24.4,5.9,0.26,23713.14272,6853.509456,4.831953,62.13,48.44,62.13,48.44,834.59046,1139.373801,170.574,114.004,56.57
Simulation1085,Suburbs,85,5,3.94,Low-SHGC-Value,Passive,BoilerBaseboard,Gas_TanklessHeater,2016,21.5,24.4,4.4,0.16,21.2,24,5.5,0.46,20892.50987,5302.66748,7.283633,47.16,63.35,47.16,63.35,835.46163,1086.354541,220.859,164.698,56.161
Simulation1086,City,94,4,4.48,External-Shading,GEG,DHWBaseboard,Gas_TanklessHeater,2004,21.2,24.9,5.3,0.14,22.2,26.6,6.3,0.39,35920.98048,8018.076,4.834161,15.46,28.62,15.46,28.62,1021.554828,1397.917971,158.032,102.408,55.624
Simulation1087,Suburbs,88,6,4.01,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,1980_2004,21,25,5,0.09,23.6,25.8,5.3,0.47,97770.27702,24381.61522,3.630901,20.87,28.2,20.87,28.2,2357.741129,5360.642834,83.025,26.144,56.881
Simulation1088,Urban,56,7,3.95,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_TanklessHeater,2010,21.7,24.7,4,0.18,20.7,25.8,6.8,0.36,42504.82027,10760.71399,5.598774,21.51,23.69,21.51,23.69,1523.62546,2005.005585,200.539,144.671,55.869
Simulation1090,Urban,77,3,3.46,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,1980_2004,23.5,25,4.4,0.11,21.9,26.3,6.6,0.41,35269.57978,10193.52017,4.094865,46.26,65.55,46.26,65.55,1127.326519,2865.142032,87.257,34.053,53.204
Simulation1092,City,177,4,3.49,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2004,22,24.3,5.2,0.07,22.3,26.6,5.5,0.46,14198.63922,4068.378,7.280654,23.49,15.94,23.49,15.94,635.68176,875.529379,190.966,136.469,54.496
Simulation1093,Urban,3,9,4.13,External-Shading,NZEB,BoilerBaseboard,Gas_WaterHeater,2010,23.6,25.4,4.1,0.11,22.7,26,5.8,0.42,35661.02289,8634.63024,6.709862,22.7,20.11,22.7,20.11,1625.482,2159.348898,297.448,241.854,55.594
Simulation1095,Country,80,3,4.03,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_TanklessHeater,2010,21.2,25.5,4.9,0.1,22.4,24.6,6.1,0.26,18257.77395,4530.465,6.77369,22.22,24.71,22.22,24.71,736.27455,974.995391,249.823,195.459,54.364
Simulation1096,Suburbs,87,3,4.37,External-Shading,Passive,BoilerBaseboard,Electric_WaterHeater,2013,23.8,25,4.9,0.09,22.7,26.7,6.8,0.48,17764.5508,4065.1146,7.87824,25.02,25.41,25.02,25.41,757.0991,1004.623217,290.915,237.112,53.803
Simulation1098,Urban,120,8,3.46,Low-SHGC-Value,Passive,DHWBaseboard,Gas_TanklessHeater,2013,23.3,24.3,4.3,0.13,22.2,26.7,7,0.28,41878.6289,12103.64997,5.817621,15.7,21.87,15.7,21.87,1487.658864,2051.932487,153.182,97.807,55.375
Simulation1102,Suburbs,49,2,3.73,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_TanklessHeater,pre_1980,23,25.4,4.4,0.13,23.7,25.1,6.6,0.21,12400.16538,3324.44112,7.340331,29.1,41.69,29.1,41.69,533.310818,1297.461161,119.728,68.279,51.449
Simulation1103,Urban,178,1,3.88,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,2016,22.2,24.5,4.6,0.16,22,24.8,6.9,0.24,13496.05178,3478.36386,7.183685,23.6,21.49,23.6,21.49,581.471884,1435.311537,112.722,62.197,50.524
Simulation1104,City,120,2,2.99,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2007,21,24.6,5.4,0.17,21.6,24.8,6.1,0.36,18278.54229,6113.224845,5.45165,17.69,23.51,17.69,23.51,692.35854,935.650196,146.317,95.063,51.254
Simulation1105,City,132,5,3.26,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2004,23.9,25.9,5.7,0.11,23.3,25.7,6.5,0.21,38273.09769,11740.21402,4.832826,17.57,23.43,17.57,23.43,1312.768937,3428.033982,96.277,41.555,54.722
Simulation1110,Country,14,4,3.3,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_TanklessHeater,2007,21.1,25.6,4.4,0.16,20.4,25.8,5.3,0.3,41190.26769,12481.8993,4.221136,40.37,27.67,40.37,27.67,1206.41656,1567.233656,137.231,83.122,54.109
Simulation1111,Suburbs,112,4,3.1,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,pre_1980,23.8,25.4,5.8,0.16,22.5,24.4,6.3,0.26,49071.56811,15829.5381,3.100267,16.52,22.88,16.52,22.88,1362.462373,3346.398105,85.02,28.207,56.813
Simulation1112,City,69,6,3.93,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,1980_2004,23.2,25.9,5.8,0.12,22,26.5,5.4,0.39,27984.41388,7120.716,6.311713,45.46,64.06,45.46,64.06,1161.004724,3026.193641,112.877,57.799,55.077
Simulation1113,City,113,8,3.77,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_TanklessHeater,1980_2004,22.2,25.8,5.7,0.17,23.3,24,5.4,0.47,60785.14455,16123.38052,5.020462,19.99,24.33,19.99,24.33,2033.66345,5078.0662,92.111,35.429,56.683
Simulation1114,Suburbs,86,5,3.48,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2007,21.1,24.2,5.9,0.15,20.2,24.1,5.6,0.28,20788.20776,5973.62292,6.49545,15.67,21.38,15.67,21.38,804.892912,1785.911097,96.686,42.02,54.666
Simulation1117,Country,163,8,2.91,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2010,21.7,25.7,4.3,0.19,20.6,25.6,6,0.5,39111.52399,13440.38625,5.171017,22.23,16.8,22.23,16.8,1192.486968,1636.258136,110.739,56.549,54.19
Simulation1118,Urban,7,9,3.12,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2004,22.2,25.5,4.4,0.16,21.6,24.6,5.7,0.34,41718.33432,13371.261,5.312953,21.44,18.98,21.44,18.98,1600.975312,3807.314787,88.18,33.226,54.953
Simulation1119,Urban,32,8,3.5,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_WaterHeater,2010,22.5,24.9,4.3,0.08,23,24.7,5.6,0.39,57077.51199,16307.86057,4.453879,62.99,49.83,62.99,49.83,1873.320552,4361.765107,95.269,40.224,55.045
Simulation1120,Urban,27,6,3.9,External-Shading,Passive,DHWBaseboard,Electric_WaterHeater,2007,22.1,25.8,4,0.2,22.8,24.9,6.5,0.45,30235.86587,7752.78612,6.556009,37.92,31.31,37.92,31.31,1096.355256,1506.094295,155.813,101.514,54.298
Simulation1121,City,51,2,3.03,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2016,23.8,26,5.1,0.13,22,26.7,6.4,0.41,14232.62925,4697.237376,5.74174,17.39,20.82,17.39,20.82,610.8743,1592.183911,103.696,51.195,52.501
Simulation1124,Suburbs,60,3,4.24,External-Shading,GEG,ASHPBaseboard,Electric_TanklessHeater,pre_1980,24,24.8,4.3,0.18,23.6,25.7,6.9,0.45,27016.86024,6371.901,5.449685,34.35,49,34.35,49,930.985745,2372.766466,108.159,54.389,53.77
Simulation1125,Urban,5,7,3.25,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2007,21.9,24.4,5.3,0.07,22.5,24.9,5.2,0.21,61897.3992,19045.3536,4.238624,39.02,29.52,39.02,29.52,1918.886553,4559.065533,82.9,27.653,55.247
Simulation1126,Country,127,6,3.97,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2013,23,25.6,5.2,0.07,20.3,27,5.1,0.43,67243.11787,16937.81307,4.532379,51.26,69.6,51.26,69.6,1808.745482,3961.957141,84.229,29.897,54.332
Simulation1127,Urban,82,9,3.55,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_WaterHeater,2013,24,25.4,5.7,0.08,20.7,26.3,5.2,0.48,71637.57432,20179.5984,4.361033,48.58,61.67,48.58,61.67,2276.698632,5675.269599,94.94,37.859,57.081
Simulation1128,Urban,7,9,3.9,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,2019,23.5,24.1,5.6,0.19,23.5,25.1,6.8,0.27,75272.7587,19300.70736,4.248456,25.34,19.43,25.34,19.43,2205.49518,3037.627406,147.487,90.915,56.572
Simulation1129,Suburbs,153,5,3.12,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,pre_1980,23.4,25.8,4.5,0.16,21.5,26.1,6.4,0.15,26150.55206,8381.5872,6.427215,20.13,18.19,20.13,18.19,1110.119897,2832.605537,99.561,44.608,54.953
Simulation1131,Suburbs,48,7,4.19,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_WaterHeater,2010,21.4,24.4,5.3,0.11,20.5,24.2,5.6,0.21,21082.34366,5031.5856,7.653909,15,27.86,15,27.86,942.68215,1239.538662,283.807,229.471,54.337
Simulation1132,City,133,9,3.48,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2019,21.1,24.9,5.3,0.16,23.2,26.3,5.2,0.2,47455.21766,13636.5568,5.401421,14.78,24.2,14.78,24.2,1631.69592,2161.050358,171.885,117.158,54.726
Simulation1135,Urban,92,3,3.96,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,2004,21.1,24.6,6,0.14,20.6,24.5,5.2,0.35,17592.35101,4442.51288,7.125677,45.31,65.73,45.31,65.73,652.113302,1434.611272,101.658,50.098,51.561
Simulation1136,City,119,9,3.49,Low-SHGC-Value,Passive,BoilerBaseboard,Electric_WaterHeater,2013,23.2,24.3,4.9,0.11,20,24,6.6,0.45,27740.33201,7948.5192,8.055764,21.49,42.1,21.49,42.1,1259.2984,1693.442486,226.013,172.634,53.379
Simulation1138,Country,110,4,3.16,External-Shading,Passive,DHWBaseboard,Gas_WaterHeater,1980_2004,22.6,24.3,6,0.18,22.6,26.4,6.9,0.35,18125.50451,5735.91915,6.633358,25.04,31.88,25.04,31.88,673.23534,922.946879,152.022,96.929,55.093
Simulation1140,Suburbs,15,4,4.05,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_WaterHeater,2010,23.4,25.6,5.1,0.08,21.2,25.4,6.8,0.4,33483.74055,8267.59026,4.862359,25.59,21.83,25.59,21.83,1182.38344,1592.444573,219.974,164.215,55.76
Simulation1141,Urban,110,6,2.88,Low-SHGC-Value,GEG,DHWBaseboard,Gas_TanklessHeater,2004,22.1,25.1,4.5,0.16,20.8,25.5,6.4,0.5,29041.42982,10083.8298,5.17089,14.39,20.39,14.39,20.39,1103.78214,1508.664675,130.544,75.001,55.544
Simulation1143,Suburbs,159,4,4.14,Low-SHGC-Value,Passive,DHWBaseboard,Electric_WaterHeater,2010,21,26,4,0.09,22.2,24.2,6.8,0.26,9670.980384,2335.9856,10.831206,21.2,18.73,21.2,18.73,523.279884,703.078334,278.89,224.163,54.727
Simulation1144,Urban,90,10,3.17,External-Shading,NZEB,DHWBaseboard,Gas_WaterHeater,2016,23.5,24.9,5.9,0.11,20.4,25.8,5.7,0.3,48633.76247,15341.8809,4.955843,23.9,29.16,23.9,29.16,1714.6467,2353.274868,139.977,84.733,55.244
Simulation1145,Urban,59,2,3.49,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2019,22.7,24.3,4.9,0.07,23.7,24.6,6,0.41,16497.8541,4727.178825,6.282944,21.06,24.51,21.06,24.51,678.026589,1677.729035,111.835,59.697,52.138
Simulation1148,City,161,7,2.9,External-Shading,GEG,DHWBaseboard,Electric_TanklessHeater,2004,22.3,24.1,5.1,0.13,20.5,25.2,5.5,0.34,43361.0546,14952.08779,4.409934,33.02,21.15,33.02,21.15,1302.040812,1816.419607,115.182,61.184,53.998
Simulation1150,Suburbs,140,4,3.72,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2004,23.5,24.3,5,0.17,23.7,24.2,5.9,0.21,28635.59578,7697.7408,6.611629,68.08,48.48,68.08,48.48,1084.186638,2746.287718,98.933,44.835,54.098
Simulation1152,City,71,9,3.11,Low-SHGC-Value,GEG,DHWBaseboard,Gas_TanklessHeater,2016,22.4,26,5.5,0.14,21.6,26.3,5,0.19,74434.3668,23933.88,3.704628,16.35,21.52,16.35,21.52,1930.922184,2698.718944,114.265,58.894,55.371
Simulation1153,Suburbs,112,4,2.83,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2016,23.9,24.9,4.5,0.08,22.8,25.7,5.8,0.18,18038.67647,6374.090625,5.965746,18.21,21.52,18.21,21.52,735.615552,1008.583192,167.477,112.811,54.665
Simulation1154,City,59,5,3.3,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,2010,23.8,24.2,4.6,0.12,21.7,24.7,6.6,0.42,40740.65926,12345.65432,5.060954,16.42,25.09,16.42,25.09,1287.596712,3161.606877,89.754,35.051,54.703
Simulation1157,City,126,7,3.54,Low-SHGC-Value,Passive,DHWBaseboard,Gas_WaterHeater,pre_1980,22.4,24.2,5.3,0.09,22.5,25.9,6.2,0.34,42797.78778,12089.77056,5.612564,17.01,23.07,17.01,23.07,1326.299436,1839.157337,149.924,95.109,54.815
Simulation1158,Urban,18,7,4.25,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_WaterHeater,2013,23.9,24,4,0.11,23.3,24.2,5.2,0.4,43671.62844,10275.67728,6.337506,23.28,20.08,23.28,20.08,1690.946361,4434.164724,123.352,67.637,55.715
Simulation1159,Suburbs,165,6,4.2,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2007,21.2,25.8,5,0.17,23.5,25.3,5.7,0.34,49595.08539,11808.35366,4.695895,48.27,37.05,48.27,37.05,1561.310699,3620.087617,94.036,38.027,56.009
Simulation1160,Suburbs,25,2,2.88,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2004,21.6,24.3,5.8,0.19,21,24.4,6.8,0.17,9499.793098,3298.53927,7.535763,24.94,23.61,24.94,23.61,444.158892,598.606707,171.646,118.733,52.913
Simulation1161,Country,11,3,2.86,External-Shading,NZEB,BoilerBaseboard,Electric_WaterHeater,2007,22.2,24.7,4.7,0.2,21.8,24.6,5.3,0.44,15829.1292,5534.66056,6.011857,32.69,20.33,32.69,20.33,659.78025,865.231714,158.656,105.848,52.809
Simulation1162,Suburbs,92,5,3.75,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2016,21.8,24.9,4.7,0.17,21.2,24.6,6.1,0.37,45319.50513,12085.20137,4.62447,19.19,28.33,19.19,28.33,1316.723652,2897.805387,85.532,31.508,54.024
Simulation1163,Urban,31,5,3.59,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2013,21.3,24.2,4,0.18,22.1,24.9,7,0.31,23261.20784,6479.44508,7.071469,39.89,29.05,39.89,29.05,902.757791,2051.781034,94.843,39.98,54.863
Simulation1164,Urban,64,9,4.29,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2013,22.7,24.8,5.2,0.16,21.7,24.7,5.1,0.19,68535.29363,15975.59292,4.833296,18.34,30.01,18.34,30.01,2105.051461,4898.268649,99.921,44.402,55.52
Simulation1165,City,150,5,4.15,External-Shading,NZEB,DHWBaseboard,Gas_WaterHeater,1980_2004,21.3,25.3,5.4,0.08,21.3,26.1,5.7,0.28,28340.31428,6828.991392,6.051953,27.57,20.16,27.57,20.16,966.044604,1326.626836,176.133,121.304,54.829
Simulation1168,Suburbs,115,5,3.79,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2007,23.7,25.9,5.3,0.1,23.2,25.7,6.3,0.45,16895.12302,4457.8161,7.424842,20.27,35.95,20.27,35.95,790.501289,2069.773228,123.729,70.685,53.043
Simulation1169,Urban,102,7,3.31,External-Shading,NZEB,DHWBaseboard,Gas_WaterHeater,2007,21.2,24.4,4.2,0.19,23,26.8,6.4,0.47,62653.66558,18928.59987,4.184889,19.78,22.73,19.78,22.73,1679.246772,2343.232959,111.484,55.634,55.85
Simulation1170,Urban,56,3,4.09,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2010,21.4,25.9,5.8,0.16,22.8,26,5.7,0.4,47597.31283,11637.4848,3.891989,53.84,68.09,53.84,68.09,1390.997039,3053.706525,88.777,34.399,54.378
